,id,title,vote_average,vote_count,status,release_date,revenue,runtime,budget,imdb_id,original_language,original_title,overview,popularity,tagline,genres,production_companies,production_countries,spoken_languages,cast,director,director_of_photography,writers,producers,music_composer
238380,364492,"Ooops, Just Wait… This’ My Discrete!",6.0,1,Released,2001-03-14,,110.0,,tt0336961,tl,"Ooops, Teka Lang... Diskarte Ko 'To!","Dario is a disgruntled ex-cop who gets discharged from his job two years ago when he obeys the order of his superior, Superintendent Villa to take the syndicate master, Johnny Estrella to a safe-house instead on the police station. Superintendent Villa is under orders of Johnny. The crook escapes. Now Dario lives as an informal security man in a bar he frequented during his officer days. Marian is a young novice who is taking month long break from the convent. She finds out that her older sister Mabel has been taken by the people of Johnny and Sonny Estrella powerful leaders of a syndicate operating illegal drug business and white slavery in Alupihan Island.",4.126,,"Romance, Action, Comedy, Drama","FLT Films International, Star Cinema – ABS-CBN Film Productions",Philippines,"English, ","Cloyd Robinson, Banjo Romero, Joanne Quintas, Ernie Forte, Roy Alvarez, Val Iglesias, Ronald Asinas, Vhong Navarro, Ester Chavez, Jeffrey Santos, Danny Labra, Tonton Gutierrez, Jessette Prospero, Polly Cadsawan, Ronnie Francisco, Brando Legaspi, Ramil Rodriguez, Renzo Cruz, Eddie Nicart, Alex Cunanan, Perry Baltazar, Raymond Bagatsing, Atoy Frias, Robin Padilla, Charlie Davao, Dexter Doria, Bernadette Allyson, Dante Javier, Clayton Olalia, Claudine Barretto, Boy Gomez, Boy Roque",Jose N. Carreon,,"Ricardo Lee, Mel Mendoza-Del Rosario",,
238427,364545,Charging Out Amazon,5.4,5,Released,2002-07-01,,91.0,,tt1501292,zh,冲出亚马逊,Winner of the Golden Rooster Award for Best Film in 2002,2.896,,Action,,,"English, 普通话","JR Bourne, Mu Li-Xin, Hou Yong, Tom Butler, Johnny Cuthbert",Song Yeming,,"Zhao Junfang, Wang Gehong",,
238498,364635,Bakit 'Di Totohanin,10.0,1,Released,2001-08-29,,0.0,,tt0343397,tl,Bakit 'Di Totohanin,"Martin convinces Andres’ mother to bet his boxing gym. Andres’ drunkard mother loses the bet and surrenders the gym; the only way for their family to recover it is for Andres’ only son to win over a boxing bout against Martin’s son. Thus, she opens up a new deal with Martin. She will have a boxing fight against Martin’s son. She prefers to keep it a secret to her father, who she is certain, would not approve the unlikely bargain.",1.182,,"Romance, Comedy, Drama, Family",Star Cinema – ABS-CBN Film Productions,Philippines,,"Bearwin Meily, Noel Sandoval, Piolo Pascual, Berting Labra, Johnny Delgado, Vic Vargas, Gloria Romero, Michelle Bayle, Nora Adanza, Ver Abainza, Charisse Oralan, Edward Quintana, Epy Quizon, Gloria Diaz, Judy Ann Santos, JC Castro, Michael Conan, Silver Abainza, Jasler Ubaldo, Roger Moring",Boots Plata,,"Boots Plata, Dindo Perez",,
238567,364727,Leave It to the Nurses,6.5,4,Released,2002-05-11,,114.0,,tt0435238,ja,ナースのお仕事　ザ・ムービー,"Flighty young nurse Izumi Asakura longs to have her honeymoon in a far off tropical paradise but her doctor husband feels that he cannot afford to take time off from developing his career. To Izumi's dismay, Wakabakai General Hospital is fast becoming a far less pleasant place to work, thanks to the appointment of a militaristic chief nurse who demands steadfast adherence to protocol. Things get much worse, however, via the arrival of Saruwatari, a hypochondriac desperate to be re-admitted so that he can enjoy the attentions of nurse Shoko Ozaki. When the chief nurse has him ejected by security, Saruwatari comes back armed and takes everyone on the floor hostage. Shoko happened to be on her lunch break at the time and has trouble getting back into the building when the police swarm around it en masse. The authorities are not sure just how to deal with the situation, though, since the """"victims"""" seem to be taking things far less seriously than they are.",2.096,,Comedy,TOHO,Japan,日本語,"Toshie Negishi, Sachiko Kokubu, Arisa Mizuki, Kohki Okada, Kumiko Tsuchiya, Takako Uehara, Ryuji Harada, Kazue Itô, Udo Suzuki, Yuki Matsushita, Naohito Fujiki, Kota Mizumori, Keizo Kanie, Uno Kanda, Yoshizumi Ishihara",Kazuyuki Morosawa,,Kazuyuki Morosawa,"Kazuyuki Morosawa, Akifumi Takuma",
238687,364870,Oshikiri,5.333,3,Released,2000-09-02,,85.0,,tt0389238,ja,押切 OSHIKIRI,"Oshikiri is a loner who has bad memories of his childhood and his grandfather, a brilliant scientist. He returns to his grandfather's mansion to try to remember what really happened to him. He finds a portal to a parallel universe, which his grandfather had originally discovered. From this portal comes his doppelganger dressed in a cloak and gas mask, who kills his fellow students with an ancient axe.",2.135,,,,Japan,日本語,"Daisuke Honda, Hideyo Amamoto, Eriko Hatsune, Hidenori Tokuyama, Ayumi Onodera, Masahiko Katayama, Tomorowo Taguchi",Zenboku Sato,,"Junji Ito, Zenboku Sato",,
238846,365071,FIFA World Cup - Les coupes du monde de football - L'intégrale 1930-1998,7.0,1,Released,2002-11-06,,0.0,,,fr,FIFA World Cup - Les coupes du monde de football - L'intégrale 1930-1998,,0.6,,Documentary,,,,,,,,,
238899,365130,11 Episodios Sinfónicos,9.5,1,Released,2002-01-15,,0.0,,,es,11 Episodios Sinfónicos,,0.625,,Music,Sony BMG Music Entertainment,Argentina,Español,Gustavo Cerati,Alejandro Terán,,,Alejandro Terán,
238901,365132,The Forgotten Treasure,9.0,1,Released,2002-01-01,,88.0,,tt0387509,sl,Pozabljeni zaklad,"When a mysterious Frenchman appears in their small village, two gangs of sixth graders are reluctantly united to help find a buried treasure. Can they manage to keep the strife between them at a minimum and locate the booty?",1.157,,Family,Timaro Productions,Slovenia,Slovenščina,"Miha Prešern, Nino Koritnik, Tamara Goričanec, Sara Galun, Roman Končar, Tadej Pišek, Zala Bostič, Žiga Zver, Aleš Subič, Katja Sivec, Jost Žerjav, Janez Eržen, Miha Ribarič, Lana Oblak, Andrej Kurent",Tugo Štiglic,,Tugo Štiglic,,
239025,365290,End of the World,5.6,13,Released,2002-03-02,,11.0,,tt3914818,ja,End of the World,"Kazumi is at a punk concert and bumps into Yuko. Yuko is a girl from another dimension. Kazumi invites Yuko over to her apartment. There Yuko's robotic sidekick and stead Face comes from out of the t.v. The wall opens up and Yuko and Face enter into different dimension. Yuko seeks to kill the creator of the dimension to end the suffering of it's people.  Yuko meets Kazumi, who claims not to be from Earth, at a rock concert, and they become instant friends. Yuko invites her new friend to come live with her. However, onces Kazumi gets to Yuko's apartment, she leaves through the wall with her trusty cybernetic steed and into another dimension to face evil.",1.422,,Animation,STUDIO4℃,Japan,日本語,,Osamu Kobayashi,,,,
239027,365293,Professor Dan Petory's Blues,5.538,13,Released,2002-03-02,,10.0,,tt3914790,ja,ダン・ペトリ一教授の憂鬱,A musical number starring a hand puppet named Junior. The puppet is controlled by the drunken Professor Dan Petory who explains in puppetry the answers to such questions as why the Earth is blue and why UFOs fly in a zig-zag pattern.,1.4,,Animation,STUDIO4℃,Japan,日本語,,Hidekazu Ohara,,,,
239028,365294,Beyond,5.333,12,Released,2002-07-03,,8.0,,tt3916544,ja,彼岸,"An injured man lies completely still in a hospital room with doctors hovering at his bedside, appearing serene and peaceful as he slowly succumbs to death. However, in his own mind, memories of a recent battle vividly flash by. Thoughts of death and chaos haunt him, even in his final moments.",1.071,,Animation,STUDIO4℃,Japan,日本語,,Yasushi Muraki,,,,
239296,365613,The Raven,6.0,1,Released,2000-01-01,,0.0,,tt0237301,cs,Havran,An animated adaptation of Edgar Allen Poe's 'The Raven' using a painted brushstroke style.,1.737,,Animation,"Česká televize, Krátký film Praha, FAMU",Czech Republic,No Language,,Lucie Sunková,Toni Laznik,Lucie Sunková,Barbara Smolová,
239318,365641,Seasons...,6.0,11,Released,2002-09-23,,16.0,,tt0276477,en,Seasons...,Brakhage's hand carvings directly into the film emulsions are illuminated and textured by Solomon's lighting and optical printing.,1.514,,,,United States of America,No Language,,"Phil Solomon, Stan Brakhage",,,,
239322,365645,Satan Claus,7.0,3,Released,2000-01-01,,3.0,,,en,Satan Claus,"""""In the mid-Seventies, I was working as a projectionist for this crummy movie theatre in downtown LA. The owner owed me six weeks back wages and when I ask him for the money, the scumbag has the gall to inform me that I'm getting laid off Christmas week.  If he'd known my reputation for mischief, he might have thought twice about it.  On my last day of work, I had to project a Christmas matinee for kids. Before the main feature, I added an unannounced opener to the program called """"Satan Claus"""". I fled the theatre right after my film ended but I heard the owner had to refund the entire box office. Even then, several outraged parents filed a lawsuit against the theatre.  Merry Christmas, you cheap bastard!""""  - J.X. Williams",0.6,,"Comedy, Horror",,,"English, No Language",,J.X. Williams,,,,
239430,365783,Brennendes Schweigen,6.0,1,Released,2000-12-01,,90.0,,tt0268199,de,Brennendes Schweigen,"The petty dealer Ole was found murdered and burned. Siggi Baumeister, tabloid journalist in Berlin, senses an explosive story",0.84,,"Crime, TV Movie",,Germany,Deutsch,"Maximilian von Pufendorf, Jürgen Tonkel, Lena Stolze, Uwe Bohm, Max Riemelt, Herbert Meurer, Gernot Duda, Hans Korte",Friedemann Fromm,Jo Heim,"Christian Jeltsch, Jacques Berndorf","Michael Wintzer, Frank Mähr, Elke Kimmlinger, Barbara Thielen",
239572,365980,Rolie Polie Olie - A Jingle Jangle Wish,8.0,1,Released,2001-12-19,,0.0,,,en,Rolie Polie Olie - A Jingle Jangle Wish,"This video is apart of the Jingle Jangle Holiday VHS that was released on November 4, 2003 and on DVD on October 30, 2001.",0.6,,,,,,,,,,,
239574,365982,Vakvagany,10.0,1,Released,2002-03-05,,0.0,,tt0324405,en,Vakvagany,Hungarian home movies are examined by the likes of James Ellroy and Stan Brakhage for evidence of family problems.,0.915,,Documentary,,"Hungary, United States of America",,"James Ellroy, Stan Brakhage",Benjamin Meade,,,,
239668,366114,Marsupilami,8.7,3,Released,2000-02-01,,0.0,,,nl,Marsupilami,,0.6,,,,,Nederlands,,,,,,
239670,366116,Marsupilami 2,6.0,1,Released,2000-05-31,,0.0,,,nl,Marsupilami 2,,0.6,,,,,Nederlands,,,,,,
239674,366121,Marsupilami 3,6.0,1,Released,2000-11-09,,0.0,,,nl,Marsupilami 3,,0.6,,,,,,,,,,,
239731,366185,Back in the Saddle,6.0,2,Released,2001-06-19,,28.0,,tt0421667,en,Back in the Saddle,"The cast of """"Blazing Saddles"""" discusses salient points of the movie and its place in modern culture.",1.793,,Documentary,Warner Home Video,United States of America,English,"John Hillerman, Cleavon Little, Harvey Korman, Andrew Bergman, Alex Karras, Slim Pickens, Mel Brooks, Burton Gilliam, Gene Wilder, Dom DeLuise, Michael Hertzberg, Jessamine Milner, Madeline Kahn",Jonathan Gaines,,,Jonathan Gaines,
239819,366294,The Neighborhood,6.2,6,Released,2001-10-20,,6.0,,tt2061828,en,The Neighborhood,"Martin Scorsese takes his youngest daughter to visit the New York City neighborhood he grew up in, showing how he incorporated the place, its people and its history in his films.",1.307,,Documentary,,,English,"Francesca Scorsese, Martin Scorsese",Martin Scorsese,,,,
239888,366391,L'Aîné des Ferchaux,6.4,8,Released,2001-09-17,,180.0,,tt0267251,fr,L'Aîné des Ferchaux,"Ferchaux, a rich and powerful businessman, becomes the target of an investigating judge convinced of his involvement in a huge political and financial scandal. To obtain Ferchaux's confession, the judge throws his brother and partner in jail. Very attached to Gilles, whom he has always protected, Ferchaux fights to obtain his release. To get out, the businessman enlists the services of Mike Maudet, an ambitious and determined young man, who becomes his driver and then his private secretary.",1.509,,Drama,,France,Français,"Bernard Alane, Charlotte Des Georges, Julie Depardieu, Jean-Paul Belmondo, Brigitte Roüan, Philippe Khorsand, Sílvia Munt, Samy Naceri",Bernard Stora,,"Georges Simenon, Luis Bacalov, Bernard Stora",,
239991,366522,Sofies Verden,8.2,5,Released,2000-10-05,,200.0,,tt0268845,no,Sofies Verden,Norwegian series based on the film.,0.741,,"Drama, Fantasy, History, TV Movie",,Norway,"svenska, Norsk",,,,,,
240001,366536,The Stone Of Folly,6.0,4,Released,2002-05-25,,8.0,,tt0318086,en,The Stone Of Folly,"In a medieval hospital, madness is treated by removing stones from the brain.",1.053,,Animation,,Canada,,,Jesse Rosensweet,,,,
240005,366540,Cyclone Alley Ceramics,5.0,1,Released,2000-01-01,,12.0,,tt0464393,en,Cyclone Alley Ceramics,"Holed up in a Oklahoma motel room, George Kuchar witnesses the tornado-conjuring power of a talking ceramic figurine.",0.63,,,,,,,George Kuchar,,,,
240031,366575,Drink.,6.0,1,Released,2000-11-08,,5.0,,tt1708420,en,Drink.,A boy drinks from a strange potion and discovers the many layers of his identity.,1.371,,Animation,,United States of America,No Language,,Patrick Smith,,,,
240047,366593,Metropopular,7.0,1,Released,2001-01-18,,7.0,,tt0280939,en,Metropopular,"Metropopular is an animated short film about what the cities of America would say to one another if they could talk. Frantic about a popularity contest in which these cities are competing, they jockey for top position while arguing between themselves. Highlighting their separate personalities, each city had his or her own reason why they should be """"America's favorite city.""""",0.84,,"Animation, Comedy",Pacific Data Images,United States of America,English,"Jonah Hall, Alberto Menache, Christopher Sullivan, Denise Minter, Scott Keck",Jonah Hall,,,"Laura Lockwood, Julie Haddon, Jason Heapy",
240116,366679,The Mansion Cat,6.8,6,Released,2001-04-08,,7.0,,tt0298433,en,The Mansion Cat,"The owner of a large house tells Tom he's going away for a while, the house is in perfect shape, and that he doesn't want Tom blaming """"the mouse"""" (who's a family pet, in a cage) this time.",2.303,,"Animation, Comedy","Turner Entertainment, Hanna-Barbera Productions",United States of America,English,Joseph Barbera,Karl Toerge,,"William Hanna, Joseph Barbera, Karl Toerge",,J. Eric Schmidt
240242,366830,Fernsehturm,6.0,1,Released,2001-11-06,,42.0,,tt0455471,en,Fernsehturm,"Dean’s film comprises a forty-four minute static shot looking across the restaurant interior towards the curved wall of windows that allows diners to observe the city from above while they eat. As in many of her films, the artist used an anamorphic lens, resulting in a long rectangular view that constitutes a radial crop of the spherical restaurant space. The single shot was filmed late in the afternoon of the 12 October 2000, during the period when day turns to night, thus recording the slowly changing light at the same time as the thirty-minute rotation of the restaurant. As colours in the sky fade before deepening and blackening, the restaurant interior fluctuates between visibility and obscurity until the fluorescent lights are switched on, transforming the window surfaces from transparent glass to reflecting screens. With the onset of evening, diners appear and music is played for them on an electrical organ.",0.674,,,,,,,Tacita Dean,,,,
240365,366978,Arthur's Perfect Christmas,8.2,22,Released,2000-11-23,,60.0,,tt0268948,en,Arthur's Perfect Christmas,"Arthur, D.W., and their family and friends prepare to make the best Christmas ever in Elwood City - but obstacles get in their way.",5.875,A One-Hour Holiday Special!,"Animation, Family, Comedy, TV Movie","AKOM Production Company, CINAR, Marc Brown Studios, GBH, PBS KIDS","Canada, United States of America",English,"Jonathan Koensgen, Bruce Dinsmore, Mark Camacho, Steven Crowder, Daniel Brochu, Michael Yarmush, Sonja Ball, Mitchell David Rothpan, Ellen David, Joanna Noyes, Melissa Altro, Arthur Holden, Ricky Mabe, Oliver Grainger, Jodie Resther",Greg Bailey,,Peter K. Hirsch,"Peter Moss, Lesley Taylor, Cassandra Schafhausen, Marc Brown, Carol Greenwald",
240429,367064,The Last Yugoslavian Football Team,10.0,1,Released,2000-11-26,,85.0,,tt0263633,nl,Het laatste Joegoslavische elftal,"They were called ‘the golden generation’, the young Yugoslavian soccer players who won the Junior World Soccer Championships in 1987 in Chile. They became world-famous and today play in Rome, Milan and Madrid. But the country they represented in Chile no longer exists. Director Vuk Janic talks with soccer heroes like Zvonimir Boban and Sinisa Mihajlovic and visits the neighbourhoods they grew up in. Via the soccer, he tells the story of the disintegration of his country. The supporter riots in 1990 during the match between Red Star Belgrade and Dinamo Zagreb heralded the imminent war. Shortly after, the team fell apart. Seven years later, as national players of Croatia and little Yugoslavia, they compete in two charged qualification matches for the 2000 European Championships. Soccer is not war, but the war is never far away. The first match in Belgrade has to be cancelled due to NATO bombings, and the two national hymns are drowned in deafening whistles from the audience.",1.371,,Documentary,Pieter van Huystee Film & TV,Netherlands,"Hrvatski, , Srpski","Robert Prosinečki, Zvonimir Boban, Ivica Osim, Siniša Mihajlović, Predrag Mijatović, Dejan Savićević",Vuk Janic,,,,
240635,367329,The Killing Yard,6.333,6,Released,2001-09-23,,110.0,,tt0258432,en,The Killing Yard,Lawyers must defend a prisoner accused of murdering two of his inmates during the Attica prison riots in 1971.,1.405,An act no one could forgive. And only one man could defend. The true story of the Attica Prison riot.,"TV Movie, Drama","Showtime Films, Showtime Networks",,English,"Christopher Heyerdahl, Rose McGowan, Bill Corday, Terence Bowman, Lesley Faulkner, Arthur Holden, Alan Alda, Dean Patrick Fleming, Benz Antoine, Morris Chestnut, Lindsay Owen Pierre, Larry Day, Tyrone Benskin",Euzhan Palcy,,Benita Garvin,,
240711,367433,Prey,6.0,1,Released,2001-01-01,,11.0,,tt3707888,en,Prey,Two friends have taken photos of something in the woods. They become its prey as they try to escape.,0.657,,Horror,,,English,,Ti West,,Ti West,,
240737,367463,Glass Tears,5.5,2,Released,2001-04-08,,94.0,,tt0279697,cn,玻璃﹐少女,An ex-cop searches for a missing teen as a favour to her parents.,1.309,,Drama,,Hong Kong,广州话 / 廣州話,"Lo Lieh, Chan Tsung, Hoh Sin-Ting, Terry Lee Ji-Ming, Steven Cheung, Lee Kim-Yu, Hon Ka-Wang, Yip Wai-Yee, Wong Cheng-Foo, Zeny Kwok Sin-Yu, Colette Koo, Tats Lau Yee-Tat, Wong Chi-Wang, Chui Tien-You, Kwan San-Pau, Chui Leung-Lung, Carrie Ng, Luk Yin-Tong",Carol Lai Miu-Suet,,,Joe Ma,
240941,367701,Sloth,5.0,1,Released,2000-08-11,,8.0,,tt0265286,no,Likegyldighet,Sixteen-year-old Ole Petter does believe in God but has serious doubts that God does not believe in him. He turns to a priest in order to settle the question.,0.84,,Drama,Kool Produktion,Norway,Norsk,"Inger Lise Rypdal, Nicolai Moland, Per Christian Ellefsen",Frank Mosvold,Brian Ali Harding,Øyvind Ellenes,Odd G. Iversen,
240953,367716,René,6.3,3,Released,2002-08-01,,85.0,,tt0306009,fr,René,"René, a children's theater performer, has a problem : he is a hearty eater and he weighs no less than 155 kilos. After being abandoned by his girlfriend, René decides to go on a diet, notably to reconquer her. It is also an opportunity for him to question his former lifestyle and to define new values...",1.062,,Drama,,,Français,"Nathalie Malbranche, Nathalie Grandcamp, Emmanuelle Grandcamp, Joël Lefrançois",Alain Cavalier,,Alain Cavalier,,
241008,367786,She Me and Her,6.5,2,Released,2002-12-12,63542.0,99.0,,tt0293591,en,She Me and Her,About a pair of twin sisters who both want to succeed in showbiz. Problems arise when it's obvious only one sister has the talent to succeed. The other sister becomes extremely jealous and cause a minor chaos.,0.901,Turbulent - Romantic - Funny,,"Capture Film International, Delux Productions","Austria, Germany",English,"Ben Cross, Sandra Pires, Elfi Eschke",Reinhard Schwabenitzky,,"Fred Schiller, Alexander Mahler, Reinhard Schwabenitzky",,
241226,368072,Stolen from the Heart,5.0,1,Released,2000-01-26,,90.0,,tt0227563,en,Stolen from the Heart,"A former prostitute kidnaps a baby boy at birth to satisfy her drug-dealing husband, who has told her that he is going to divorce her and put her out on the streets if she cannot produce him a son. Obviously the real mother becomes emotionally wrought and determined to get her baby back. Barbara Mandrell gets thrown into all of this mess as the mother's mother, who just happens to be beset with heart problems.",1.278,,"Drama, TV Movie","Leonard Hill Films, Jurist Productions, CBS",United States of America,English,"Joe Estevez, Bill Nunn, Steve O'Neill, Lisa Zane, Tracey Gold, William R. Moses, Michael Flynn, Barbara Mandrell",Bruce Pittman,Barry M. Wilson,"Jayne Martin, Dennis Turner","Leonard Hill, Tim Moore",
241622,368534,Naked Poison II,5.0,3,Released,2002-06-05,,100.0,,tt2165999,cn,獸性新人類II：失憶性行為,"During the murder of her boyfriend, Ann is hit and loses her ability to remember more than the previous 15 minutes at any given time. But she swears to find the murderer and recall her past with the aid of her tattooes, which provide her with vital information. Starting with a blank canvas, she must make sense of the people around her--a cop, a business woman, a divorcee, and a transsexual--in order to make put the pieces together",8.331,,"Crime, Mystery, Thriller",,,广州话 / 廣州話,"CoCo Chow Ka-Yu, Mark Cheng Ho-Nam, Sophie Ngan, Matthew Ng Ting, Ruby Wong Jo-Yi",Batman Hung,,Tin-Tai Kam,,
241853,368947,Password,5.7,3,Released,2002-05-07,,92.0,,tt0384413,es,Password: Una mirada en la oscuridad,A 12 year-old girl finds friendship on an internet chat room with a 14 year-old boy without realizing that the boy is actually an older man who is part of a child prostitution ring.,0.922,,Thriller,Productora Audiovisual Latinoamericana Ltd.,Costa Rica,Español,"Gerardo Arce, Christian Clausen, Andres de la Ossa, Alejandra Portillo, Marco Martin, Arnoldo Ramos, María Elena Oreamuno, Guisella Solís, Anabelle Ulloa, María Chaves",Andrés Heidenreich,,"Ingo Niehaus, Tobías Ovares, Anabelle Ulloa, Andrés Heidenreich",,
241881,368984,Jugendsünde,5.0,1,Released,2000-03-08,,0.0,,tt0238336,de,Jugendsünde,,0.962,,"Romance, Family, Drama, TV Movie",,Germany,,"Dieter Eppler, Harald Juhnke, Julian Middendorf, Jaecki Schwarz, Lambert Hamel, Eva-Maria Hagen, Theresa Scholze, Tamara Rohloff",Vera Loebner,,,,
242031,369176,Juls Freundin,6.0,1,Released,2002-09-28,,0.0,,tt0339234,de,Juls Freundin,,0.679,,Drama,,Germany,,"Esther Esche, Anneke Kim Sarnau, Barbara Nüsse, Jacob Matschenz, Andreas Patton",Kai Wessel,,,,
242034,369180,Sumo Bruno,5.2,4,Released,2001-01-18,,99.0,,tt0232731,de,Sumo Bruno,"Charming, lonely, 400-pound railway guard Bruno discoves a new life and a new love on the road to the world Sumo wrestling championship.",1.921,,Drama,,Germany,,"Esther Esche, Martin Semmelrogge, Tim Wilde, Timo Dierkes, Oliver Korittke, Uwe Steimle, Julia Richter",Lenard Fritz Krawinkel,,,,
242058,369206,SpongeBob SquarePants - Sea Stories,8.0,1,Released,2002-11-05,,98.0,,,en,SpongeBob SquarePants - Sea Stories,"10 more episodes of deep-sea silliness! Includes Shanghaied,"""" Gary Takes a Bath,"""" Hooky,"""" Life of Crime,"""" Pickles,"""" No Free Rides,"""" Sailor Mouth,"""" No Weenies Allowed,"""" Jellyfish Jam"""" and The Algae's Always Greener,"""" with a music video, alternate endings and more.",1.762,10 Water-Logged Tales,Animation,Nickelodeon Productions,,,"Bill Fagerbakke, Tom Kenny, Mr. Lawrence, Clancy Brown, Rodger Bumpass, Carolyn Lawrence",,,,,
242144,369336,Frontier,9.0,1,Released,2001-03-09,,82.0,,tt0288024,en,Frontier,"Strangers in a strange land, Bulbovia’s dimmest explorers attempt to dutifully colonize a new world but soon find their buttoned-up shirts and rational thoughts melting away into beetle-eating, tree-molesting, wife-swapping chaos.",1.239,,"Adventure, Action, Comedy",,,,"Stephanie Wilson, Wiley Wiggins, David Zellner, Nathan Zellner",David Zellner,,,,
242353,369590,The photo,10.0,1,Released,2001-10-13,,100.0,320000.0,,en,عکس,The Photo (Persian: عکس‎‎) is a 2001 Iranian drama film Written and directed by Hossein Shahabi,0.701,,Drama,Baran Film House,Iran,فارسی,"mahdi sharifi, Fariba Mortazavi, Farrokhe Yazdanfar, sina sayyadi, niloofar kazemi",Hossein Shahabi,,Hossein Shahabi,Hossein Shahabi,
242357,369597,Rain Tree,9.5,1,Released,2001-03-11,,100.0,170000.0,,en,درخت بارانی,Rain Tree (Persian: درخت بارانی‎‎) is a 2001 Iranian drama film Written and directed by Hossein Shahabi.,1.4,,Drama,Baran Film House,Iran,فارسی,"Samir Bakht Avar, Ahmad Kalhor, Ali Babakhani, Mohammad Saremi, Reza novini, Saeed Shilesari, Soheyla Sadegi",Hossein Shahabi,,Hossein Shahabi,Hossein Shahabi,
242361,369602,Echo,5.5,2,Released,2001-04-20,,80.0,170000.0,,fa,پژواک,Echo (Persian: پژواك‎‎) is a 1997 Iranian Drama film Written and directed by Hossein Shahabi.,0.964,,Drama,Baran Film House,Iran,فارسی,"Amir Ahmadi, Fariba Mortazavi, Reza Sabri, Karim Novin, Mohammad Sadegi, Nasim Mehrani, Mohammad Taheri",Hossein Shahabi,,Hossein Shahabi,Hossein Shahabi,
242365,369606,Wars and Treasure,10.0,1,Released,2000-09-11,,100.0,900000.0,,fa,جنگ و گنج,,1.136,,Drama,Baran Film House,Iran,فارسی,"Manoochehr Farhang, Fariba Mortazavi, Parvin Solaymani, Farrokhe Yazdanfar, Yaser Rakh, Arezoo Kheyroshar, Mohammad Taheri",Hossein Shahabi,,Hossein Shahabi,Hossein Shahabi,
242384,369630,Broth Soup,9.5,1,Released,2000-05-09,,80.0,,,en,آش نذری,Broth Soup (Persian: آش نذری‎‎) is a 2000 Iranian film written and directed by Hossein Shahabi .,0.871,,Drama,Baran Film House,Iran,فارسی,"Hashem Saeedi, Ali Piroozi, Ahmad Abbasi, Sadegh Sharifian, Rahman Ghorbani, Nader Golrokh",Hossein Shahabi,,Hossein Shahabi,Hossein Shahabi,
242386,369633,A Work in Progress,5.5,2,Released,2002-12-14,,8.0,,tt0385344,en,A Work in Progress,"Combining both worlds of traditional live-action and CG, this short film follows the vivid imagination of a lonely girl as she searches for a friend. A Work in Progress received a Student Academy Award in the Animation Category.",1.271,,"Family, Animation",,,,"Faithe Galloway, Carolyn Crabtree, Melissa White",Wes Ball,,Wes Ball,,
242461,369725,Franklin - Super Franklin,9.0,1,Released,2001-01-01,,25.0,,,fr,Franklin - Super Franklin,,1.121,,Animation,,,Français,,,,,,
242468,369733,Franklin - Franklin l'aventurier,10.0,1,Released,2001-01-01,,25.0,,,fr,Franklin - Franklin l'aventurier,,0.6,,Animation,,,Français,,,,,,
242470,369735,Franklin - Le monde de Franklin,10.0,1,Released,2001-01-01,,25.0,,,fr,Franklin - Le monde de Franklin,,0.6,,Animation,,,Français,,,,,,
242783,370112,Kuch Tum Kaho Kuch Hum Kahein,6.9,6,Released,2002-06-28,,173.0,,tt0327004,hi,Kuch Tum Kaho Kuch Hum Kahein,"Two feuding neighbouring families are brought together to celebrate the wedding anniversary of Vishnupratap Singh (Vikram Gokhale) and his wife (Farida Jalal), much to the dislike of Rudra Pratap (Sharad Kapoor). During this get together Abhayendra Singh (Fardeen Khan) falls in love with Mangala Solanki (Richa Pallod). Abhayendra comes to know of the background of the two families' feud, and makes attempts to reconcile the two families - with disastrous results.",1.762,,"Family, Action, Drama, Romance",,India,हिन्दी,"Govind Namdeo, Farida Jalal, Vikram Gokhale, Sharad S. Kapoor, Sai Lokur, Richa Pallod, Ashok Saraf, Fardeen Khan, Rameshwari Talluri",K. Ravi Shankar,Ajayan Vincent,"Gopalakrishna Paruchuri, Venkateswara Rao Paruchuri",D. Rama Naidu,"R. P. Patnaik, Anu Malik"
242946,370327,"Bellaria, So lange wir leben",6.3,3,Released,2002-02-12,,0.0,,tt0327483,de,"Bellaria, So lange wir leben",,0.931,,Documentary,,,,Karl Schönböck,,,,,
243010,370405,Wann ist der Mann ein Mann?,5.0,1,Released,2002-10-04,,90.0,,tt0351980,de,Wann ist der Mann ein Mann?,"While his wife Linda jets through the world as a pilot, the architect Jan Weber takes care of the son as a full-time houseman. When Jan unexpectedly slips into an affair with the equally successful and attractive businesswoman Sophie Berger, who also makes a comeback in his professional life, Jan faces a difficult decision: Will he continue to stay a houseman or return to work as a """"real man""""?",1.533,,Comedy,ARD,Germany,Deutsch,"Jean Pierre Thill, Thomas Malling, Esther Schweins, Margret Völker, Florian Fitz, Julia Bremermann, Heio von Stetten",Dietmar Klein,,Jochen Bitzer,,
